,Unnamed: 0,obdb_id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,website_url,phone,country,longitude,latitude,tags,brewery_id,average_rating,num_of_ratings,num_of_beers,total_check_ins,unique_user_check_ins,last_four_week_check_ins,brewery_desc,brewery
1421,127,good-brewing-company-woodinville,Good Brewing Company,micro,16104 125th Pl NE,,,Woodinville,Washington,,98072-7983,http://www.globalbeercompany.com,4252473245.0,United States,-122.17178770000001,47.74469959,,https://untappd.com/brewery/2811,3.742,152159.0,241.0,236830,78385,687,"All we set out to do was make good beer to share with our friends. We never imagined that our passion for brewing would become a business. But, thousands of hours, hundreds of hiccups, two abandoned day jobs, and one business license later, Good People Brewing Company was born, with the sale of our first keg on July 4, 2008, in our hometown of Birmingham, Alabama. And, so far, so good. Our offerings now include five year-round brews, four seasonals, and an occasional one-off. Good People is now enjoyed by folks in Alabama and Tennessee, most of whom we don’t actually know yet. And, according to BeerAdvocate, a leading voice in the beer community, the four highest-rated beers in the South are ours. We’re honored that people seem to think we know what we’re doing. See what you think. Give us a try. Show Less",Good_Brewing_Company
1422,128,green-oak-brewing-prosser,Green Oak Brewing,brewpub,1427 Wine Country Rd,,,Prosser,Washington,,99350-1148,http://www.whitstranbrewing.com,5097864922.0,United States,-119.7707374,46.210051,,https://untappd.com/brewery/373256,0.0,27.0,0.0,29,20,0,"Green Oak Brewing invites you to join your friends, neighbors, or even the weary traveler as we share community over a nice cold ale with our incomparable burgers, deep fried mushrooms and pickles, panini, or our fabulous caprese flatbread. Show Less",Green_Oak_Brewing
1423,129,gruff-brewing-company-bellingham,Gruff Brewing Company,micro,104 E Maple St # 101,,,Bellingham,Washington,,98225-5006,http://www.gruff-brewing.com,3607340115.0,United States,-122.4822547,48.7472243,,https://untappd.com/brewery/125768,3.766,3859.0,158.0,5365,1894,31,Show Less,Gruff_Brewing_Company
1424,130,gsp-craft-brewing-gig-harbor,GSP Craft Brewing,closed,,,,Gig Harbor,Washington,,98332-7918,http://www.facebook.com/gspcraftbrewing/,2533281121.0,United States,,,,https://untappd.com/brewery/214739,0.0,0.0,0.0,0,0,0,"GSP Craft Brewing is a small, family owned and operated brewery. We began this adventure as a means of expressing our passion for brewing beer that we have designed and created with our own hands. Show Less",GSP_Craft_Brewing
1425,131,hales-ales-brewery-and-pub-seattle,Hale's Ales Brewery and Pub,micro,4301 Leary Way NW,,,Seattle,Washington,,98107-4538,http://www.halesbrewery.com,2069632118.0,United States,-122.3655909,47.6592451,,https://untappd.com/brewery/2036,3.583,83538.0,320.0,110946,44887,132,"Hale’s Ales Brewery, located in the Fremont-Ballard neighborhood of Seattle, has been brewing hand crafted ales for Northwest beer lovers for over 30 years. Founded by Mike Hale, the brewery has been continuously owned and operated by the same group of friends who in 1983 introduced the first Pale Ale to be produced in Washington since Prohibition. Hale’s brews small batch, full flavored ales using traditional English brewing methods. An innovator from the start, Hale’s was the first craft brewery to introduce Seasonal, Cask Conditioned, and Nitrogen Conditioned Ales to the region. The brewery’s goal is to stay true to what the craft brewing “revolution” is all about: producing and serving fresh, locally brewed beers of the very finest quality. Hale’s is proud of its position as a pioneer in the rebirth of great beer in America, welcomes the camaraderie of the many new breweries and encourages all beer lovers to know that fresh beer is the best beer! “Think Globally, Drink Locally”. Show Less",Hale_s_Ales_Brewery_and_Pub
1426,132,half-lion-brewing-company-sumner,Half Lion Brewing Company,micro,1723 West Valley Hwy E Ste 101,,,Sumner,Washington,,98390-9700,http://www.halflion.com,2537504479.0,United States,,,,https://untappd.com/brewery/295416,3.4819999999999998,8065.0,52.0,10179,3952,97,Show Less,Half_Lion_Brewing_Company
1427,133,harmon-brewing-company-tacoma,Harmon Brewing Company,micro,204 St Helens Ave,,,Tacoma,Washington,,98402-2522,http://www.harmonbrewingco.com,253212725.0,United States,-122.4457804,47.26209356,,https://untappd.com/brewery/633,3.573,26634.0,283.0,35332,12630,5,Show Less,Harmon_Brewing_Company
1428,134,haywire-brewing-company-snohomish,Haywire Brewing Company,micro,12125 Treosti Rd,,,Snohomish,Washington,,98290-6918,http://www.haywirebrewery.com,3605682739.0,United States,-122.0812498,47.8860915,,https://untappd.com/brewery/493085,0.0,1.0,1.0,1,1,0,Show Less,Haywire_Brewing_Company
1429,135,headworks-brewing-enumclaw,Headworks Brewing,micro,1110 Marshall Ave,,,Enumclaw,Washington,,98022-3525,http://www.headworksbrewing.com,,United States,-121.98775800000001,47.205096000000005,,https://untappd.com/brewery/414248,3.676,2474.0,40.0,2957,850,38,"Headworks Craft Brewery and Tasting Room. Family friendly. Sandwiches and soft pretzels available daily. Rotating food trucks. Crowlers, growlers and kegs. Show Less",Headworks_Brewing
1430,136,heathen-brewing-co-vancouver,Heathen Brewing Co.,brewpub,5612 NE 119th St,,,Vancouver,Washington,,98686-3475,http://www.heathenbrewing.com,3606017454.0,United States,,,,https://untappd.com/brewery/1367,3.44,313828.0,65.0,403248,131626,3185,"For the last 30 years we have been at the heart of the Scottish Craft Beer scene, long before there even was one. From reviving ancient recipes, such as Scotland's Original Craft Beer; Fraoch Heather Ale, to our innovative Totemic Tall boy range, we remain fiercely independent and true to our core values. Show Less",Heathen_Brewing_Co_
1431,137,hellbent-brewing-company-seattle,Hellbent Brewing Company,micro,13035 Lake City Way NE,,,Seattle,Washington,,98125-4428,http://www.hellbentbrewingcompany.com,2063613707.0,United States,-122.2931111,47.723877200000004,,https://untappd.com/brewery/205475,3.8160000000000003,50136.0,169.0,64938,19341,521,Show Less,Hellbent_Brewing_Company
1432,138,herbert-b-friendly-brewing-renton,Herbert B. Friendly Brewing,micro,527 Wells Ave S,,,Renton,Washington,,98057-2703,http://www.drinkhbf.com,4252434372.0,United States,-122.205605,47.47609918,,https://untappd.com/brewery/94006,3.3760000000000003,318.0,0.0,363,123,0,Show Less,Herbert_B_Friendly_Brewing
1433,139,hideaway-brewing-co-auburn,Hideaway Brewing Co,micro,18731 SE 314th St,,,Auburn,Washington,,98092-6556,,2536319393.0,United States,-122.17643840000001,47.320693299999995,,https://untappd.com/brewery/269530,3.699,617.0,24.0,949,455,2,We are a small hand crafted brewery with over 40 years of brewing experience. All our beers are brewed with the finest ingredients.None of our beers leave the brewery until they are properly aged. Our goal is to make great beer every time. Show Less,Hideaway_Brewing_Co
1434,140,hillbilly-brewing-company-ridgefield,Hillbilly Brewing Company,micro,,,,Ridgefield,Washington,,98642,http://www.hillbillybrewingcompany.com,,United States,,,,https://untappd.com/brewery/28178,3.1489999999999996,97.0,14.0,114,95,0,"Hillbilly Brewing Company is a family owned and operated beer brewing company located on three acres just south of Ridgefield WA. We started out like many of the North Bank Brewers. Just your ordinary home brewer who's hobby got a little carried away. That included becoming fully licensed, upgrading our 10 gal system to a 5 BBL system (just in case you're wondering our system is still too small), to renovating the lower half of a 1940's barn for our production facility and tasting room. Yes that does mean that at some point we would love for you to come visit us. Details coming soon. Along this journey to open a brewery we have meet some extraordinary people. From the Craft beer lovers that are excited just to try our product to fellow brewers who will help you with anything from unloading kegs at a brew fest to recipe suggestions. Along our path these things have assured us that we chose the right business to be in. Because at the end of the day its about people. Show Less",Hillbilly_Brewing_Company
1435,141,hoh-river-brewery-tumwater,Hoh River Brewery,micro,2442 Mottman Rd SW,,,Tumwater,Washington,,98512-6219,http://www.hohriverbrewery.com,3607054000.0,United States,-122.93562179999999,47.02543196,,https://untappd.com/brewery/261268,3.7739999999999996,1368.0,42.0,1658,568,17,Show Less,Hoh_River_Brewery
1436,142,hood-canal-brewery-kingston,Hood Canal Brewery,brewpub,26499 Bond Rd NE,,,Kingston,Washington,,98346-8477,http://www.hoodcanalbrewery.com,3602978316.0,United States,,,,https://untappd.com/brewery/8254,3.386,5612.0,25.0,6945,3346,15,Show Less,Hood_Canal_Brewery
1437,143,hopped-up-brewing-company-spokane,Hopped Up Brewing Company,micro,10421 E Sprague Ave,,,Spokane,Washington,,99206-3629,http://www.hoppedupbrew.com,5094132488.0,United States,-117.21785259999999,47.6571208,,https://untappd.com/brewery/75645,3.498,2672.0,118.0,3222,950,1,"Hopped Up in Eastern Washington is a craft local brewery that includes a tasting room with lots of taps and plenty of seating. We are open 4 days a week from Wednesday thru Saturday, and regular host private events! Show Less",Hopped_Up_Brewing_Company
1438,144,hoquiam-brewing-company-hoquiam,Hoquiam Brewing Company,micro,526 8th St,,,Hoquiam,Washington,,98550-3521,http://www.hoquiambrews.com,3606378252.0,United States,-123.8865612,46.97536712,,https://untappd.com/brewery/360676,3.7960000000000003,1735.0,47.0,2064,789,34,Show Less,Hoquiam_Brewing_Company
1439,145,horse-heaven-hills-brewery-prosser,Horse Heaven Hills Brewery,micro,1118 Meade Ave,,,Prosser,Washington,,99350,http://www.horseheavenhillsbrewery.com,5097816400.0,United States,-119.7706331,46.20447447,,https://untappd.com/brewery/7268,3.58,1755.0,52.0,2330,811,4,Show Less,Horse_Heaven_Hills_Brewery
1440,146,ice-harbor-brewing-company-kennewick,Ice Harbor Brewing Company,brewpub,206 N Benton St Ste C,,,Kennewick,Washington,,99336-3608,http://www.iceharbor.com,5095825340.0,United States,-119.119238,46.2111,,https://untappd.com/brewery/7732,3.575,11333.0,171.0,15573,5404,52,Show Less,Ice_Harbor_Brewing_Company
1441,147,icicle-brewing-co-leavenworth,Icicle Brewing Co,brewpub,935 Front St,,,Leavenworth,Washington,,98826-1427,http://www.iciclebrewing.com,5095482739.0,United States,-120.65971929999999,47.5962501,,https://untappd.com/brewery/13559,3.8080000000000003,69260.0,146.0,94542,32114,804,"While experiencing downtown Leavenworth, Washington and the outdoor playground of our beautiful mountain valley, visit our tasting room to enjoy Icicle Brewing Company's refreshing brews. Our tasting room overlooks our craft brewery where our head brewer, Dean Priebe has masterfully combined the pristine waters of the Icicle River with only the freshest ingredients to craft fresh and flavorful ales and lagers for your enjoyment. Show Less",Icicle_Brewing_Co
1442,148,illuminati-brewing-company-bellingham,Illuminati Brewing Company,closed,3950 Hammer Dr Ste 101,,,Bellingham,Washington,,98226-7776,http://www.illuminatibrewing.com,3602207072.0,United States,-122.45600559999998,48.783857299999994,,https://untappd.com/brewery/360473,3.5669999999999997,2079.0,0.0,2362,947,0,Show Less,Illuminati_Brewing_Company
1443,149,iron-goat-brewing-spokane,Iron Goat Brewing,brewpub,1302 W 2nd Ave,,,Spokane,Washington,,99201-4616,http://www.irongoatbrewing.com,5094740722.0,United States,-117.43128259999999,47.65452878,,https://untappd.com/brewery/30952,3.76,34581.0,130.0,45559,13188,158,"Iron Goat Brewing is a production brewery, restaurant, and taproom located in downtown Spokane, Washington. Iron Goat brews a wide variety of beer styles and also manages a robust barrel program, including wild/spontaneously fermented barrel aged beers. Our kitchen provides a vibrant menu of gourmet pizzas, sandwiches, soups, salads, and rotating specials. And along with 25 taps, we also offer bottled and canned selections of our beers, as well as growler/crowler fills to-go. Show Less",Iron_Goat_Brewing
1444,150,iron-horse-brewery-ellensburg,Iron Horse Brewery,regional,1621 Vantage Hwy,,,Ellensburg,Washington,,98926-9001,http://www.ironhorsebrewery.com,5099333134.0,United States,,,,https://untappd.com/brewery/3206,3.742,113173.0,107.0,170912,61985,672,Show Less,Iron_Horse_Brewery
1445,151,island-hoppin-brewery-eastsound,Island Hoppin' Brewery,micro,33 Hope Ln,,,Eastsound,Washington,,98245-8915,http://www.islandhoppinbrewery.com,3603769253.0,United States,-122.91525259999999,48.70268053,,https://untappd.com/brewery/38312,3.562,13005.0,142.0,15483,6266,15,Located on Orcas Island we offer a selection of beers made in house. Come on in and enjoy a pint or two! Show Less,Island_Hoppin_Brewery
1446,152,jc-brewhouse-issaquah,JC Brewhouse,planning,,,,Issaquah,Washington,,98029-8902,,4252816502.0,United States,,,,https://untappd.com/brewery/78681,0.0,8.0,3.0,12,3,0,Show Less,JC_Brewhouse
1447,153,jellyfish-brewing-company-seattle,Jellyfish Brewing Company,micro,,,,Seattle,Washington,,98108-2747,http://www.jellyfishbrewing.com,2063974999.0,United States,,,,https://untappd.com/brewery/322469,3.6719999999999997,15938.0,142.0,19127,8317,205,Show Less,Jellyfish_Brewing_Company
1448,154,jones-creek-brewing-chehalis,Jones Creek Brewing,micro,173 Beam Rd,,,Chehalis,Washington,,98532-9303,http://www.jonescreekbrewing.com,3602453429.0,United States,-123.2774,46.588152,,https://untappd.com/brewery/154907,3.9530000000000003,817.0,55.0,1032,343,14,"Jones Creek Brewing is nestled in the beautiful Willapa Hills; a little over a mile east of Pe Ell, Washington. We started out as a small, 5 gallon home-brewing project and eventually snowballed into a micro-brewing project. Our goal is to bring fresh, local ingredients to your glass; From our farm, to your bottle. Show Less",Jones_Creek_Brewing
1449,155,keyhole-valley-brewing-shelton,Keyhole Valley Brewing,micro,,,,Shelton,Washington,,98584,http://www.keyholevalleybrewing.com,,United States,,,,https://untappd.com/brewery/212324,3.841,225.0,0.0,292,142,0,We are a production microbrewery cranking out as much beer as we can on our 1bbl system. We do not have a taproom at this time. Show Less,Keyhole_Valley_Brewing
1450,156,kulshan-brewing-co-bellingham,Kulshan Brewing Co,micro,2238 James St,,,Bellingham,Washington,,98225-4142,http://www.kulshanbrewing.com,3603895348.0,United States,-122.46456450000001,48.7601273,,https://untappd.com/brewery/26654,3.733,49072.0,325.0,67533,20088,346,"Kascade Fresh.
With two taprooms in Bellingham, WA the Kulshan Brewing Company is a team of hard-working beer lovers dedicated to crafting the highest quality, true-to-style ales and lagers for the great Pacific Northwest. Show Less",Kulshan_Brewing_Co
1451,157,la-conner-brewing-co-la-conner,La Conner Brewing Co,brewpub,117 S 1st St,,,La Conner,Washington,,98257,https://www.laconnerbrewery.com,3604661415.0,United States,-122.495792,48.392231,,https://untappd.com/brewery/4613,3.5060000000000002,6111.0,50.0,7114,2510,26,Show Less,La_Conner_Brewing_Co
